Item_status,Item_ID,Category,Year_est,Warehouse_ID,Location_type,Warehouse_size,Warehouse_type,Item_engage_rate,Item_wt,Sales,Rating
Non-Discounted,FDU24,Fitness,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.139484292,5.7354190782436,1329.4004095686898,5
Non-Discounted,FDK25,"Pet Supplies",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.15607236100000002,1.49718119645447,523.77732731164,5
Non-Discounted,FDB14,"Books, Games & Toys",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.10222647400000001,1.00101063809399,516.64123735829,5
Non-Discounted,FDH50,"Books, Games & Toys",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.16065368200000002,1.06609963349677,562.567704981252,5
Non-Discounted,FDZ02,Groceries,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.037962696000000004,0.8456655445502421,148.26231103033,5
Non-Discounted,FDH05,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.090473389,0.427701990902119,449.02031386520997,5
Non-Discounted,FDT19,Electronics,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.144338493,1.29769709273831,12178.2294698844,5
Non-Discounted,FDW19,Electronics,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.038313981000000004,1.5673880658991,4478.24102665417,5
Non-Discounted,SDD51,"Large Appliances",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.172629683,36.426807995027,24831.6328549315,5
Non-Discounted,FDY34,Household,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.010928678,1.91192525610432,687.996666140216,5
Non-Discounted,FDP49,"Pet Supplies",2019,SIDA,Rural,Medium,"Mega FC",0.069196376,1.6666013671073,680.3988871808469,4.9
Non-Discounted,FDG35,Luggage,2016,SGAA,Rural,Small,"Mega FC",0.0070409800000000005,1.1171336177396,389.066088724219,4.9
Discounted,FDS52,Apparel,2018,DEL2,Rural,Small,"Specialized Storage",0.009585169000000001,0.462813690816597,720.067850257117,4.9
Discounted,SDD21,Household,2016,SGAA,Rural,Small,"Mega FC",0.066935459,2.24796916153802,1300.6190981027798,4.9
Non-Discounted,FDQ36,Fitness,2016,SGAA,Rural,Small,"Mega FC",0.016486511000000002,4.32354021376421,1112.7902677395,4.9
Non-Discounted,FDE20,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.005530516,0.7395199783127621,13779.0813954228,4.9
Non-Discounted,FDO20,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.016486511000000002,0.8995848905125071,10947.4102471732,4.9
Discounted,FDZ20,Electronics,2015,SATA,Suburban,Medium,"Mega FC",0.034376537,1.28034637302155,13692.2953438543,4.9
Discounted,FDK38,"Books, Games & Toys",2017,BLR7,Suburban,Small,"Mega FC",0.053279839,1.76342086310924,551.4536083741569,4.9
Discounted,NCN53,"Home Entertainment",2013,DEL4,Urban,Medium,"Specialized Storage",0.050808821000000004,0.973009760623699,2317.53464677294,4.9
Non-Discounted,FDN04,Apparel,2014,BLR5,Urban,Large,"Mega FC",0.014075334,0.315544917310617,754.738977338296,4.9
Discounted,NCP42,"Beauty & Personal Care",2022,DEL5,Urban,Medium,"Regional FC",0.016176344000000002,0.38796472111697206,745.703424159501,4.9
Non-Discounted,FDY11,Fitness,2022,DEL5,Urban,Medium,"Regional FC",0.029680868000000003,4.97135237450001,919.96354725982,4.9
Discounted,FDW28,Apparel,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.08839411500000001,0.46717186727807203,539.949777389917,4.9
Discounted,NCL53,"Home Entertainment",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.016486511000000002,2.26545400749428,2074.3870395548197,4.9
Non-Discounted,FDW57,Household,2019,SIDA,Rural,Medium,"Mega FC",0.11585722300000001,1.34165061713145,551.79182303869,4.800000000000001
Discounted,NCN07,Others,2013,DEL4,Urban,Small,"Specialized Storage",0.056816465000000003,1.37735038276572,628.558968516527,4.800000000000001
Non-Discounted,FDP28,Apparel,2013,DEL4,Urban,Small,"Specialized Storage",0.13497562800000001,0.605784528719255,997.6409170024319,4.800000000000001
Non-Discounted,SDD52,Apparel,2022,DEL5,Urban,Medium,"Regional FC",0.07635436200000001,0.592647858885161,572.765058768169,4.800000000000001
Non-Discounted,FDY56,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.062411404000000004,0.959971237385677,9194.33238358718,4.800000000000001
Non-Discounted,SDD36,Fitness,2014,BLR5,Urban,Large,"Mega FC",0.121485195,3.49600978785639,1170.08657326392,4.800000000000001
Non-Discounted,FDY22,Household,2020,AMD2,Suburban,Medium,"Mega FC",0.160624116,2.9639654602346,637.567294441976,4.800000000000001
Discounted,FDD36,Fitness,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.021170542,3.78148077940345,807.8112038241579,4.800000000000001
Discounted,FDP19,Electronics,2019,SIDA,Rural,Medium,"Mega FC",0.016486511000000002,0.9949294076787051,10093.9929188109,4.800000000000001
Discounted,FDF20,Electronics,2019,SIDA,Rural,Medium,"Mega FC",0.033271818,1.6164074496178,16440.0857798292,4.800000000000001
Discounted,BAS31,"Beauty & Personal Care",2019,SIDA,Rural,Medium,"Mega FC",0.11885886600000001,0.21080814332258502,1894.6207345236699,4.800000000000001
Discounted,DRE12,"Smart Home",2019,SIDA,Rural,Medium,"Mega FC",0.07089060200000001,1.26315872645227,4039.2015355702597,4.800000000000001
Discounted,DRK01,"Smart Home",2019,SIDA,Rural,Medium,"Mega FC",0.061159246,1.60015370746879,3077.4500946909498,4.800000000000001
Non-Discounted,FDE20,Electronics,2019,SIDA,Rural,Medium,"Mega FC",0.005539114,1.06414277155417,16702.6778826593,4.800000000000001
Non-Discounted,FDJ34,Household,2019,SIDA,Rural,Medium,"Mega FC",0.09380133700000001,2.15078708859107,712.218265644553,4.800000000000001
Discounted,FDH41,Apparel,2018,DEL2,Rural,Small,"Specialized Storage",0.14359158600000002,0.39626760862359,787.712489775422,4.800000000000001
Discounted,FDQ12,Fitness,2018,DEL2,Rural,Small,"Specialized Storage",0.061999648000000004,3.30373701334667,432.554316806634,4.800000000000001
Discounted,FDZ27,Groceries,2018,DEL2,Rural,Small,"Specialized Storage",0.016486511000000002,1.34550375699787,90.9351568749675,4.800000000000001
Discounted,FDI22,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.168455549,2.26686803694129,1020.2934794503899,4.800000000000001
Non-Discounted,FDW02,Groceries,2018,DEL2,Rural,Small,"Specialized Storage",0.066006824,1.70407300268695,154.385204051575,4.800000000000001
Non-Discounted,SDD15,"Large Appliances",2018,DEL2,Rural,Small,"Specialized Storage",0.05854560600000001,39.542131114885,23309.4692661894,4.800000000000001
Non-Discounted,FDN34,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.08012728300000001,1.35682572436258,673.919386594079,4.800000000000001
Discounted,NCV41,"Home Entertainment",2016,SGAA,Rural,Small,"Mega FC",0.017038777,2.89059506020789,5441.06443290612,4.800000000000001
Discounted,NCM19,Others,2016,SGAA,Rural,Small,"Mega FC",0.047237246000000004,1.00358076783973,521.219180004049,4.800000000000001
Non-Discounted,FDP31,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.161504957,0.7718414041080081,14414.923072900501,4.800000000000001
Non-Discounted,FDQ45,Household,2016,SGAA,Rural,Small,"Mega FC",0.010917052,2.82993181503097,912.254837293034,4.800000000000001
Non-Discounted,FDO21,Household,2016,SGAA,Rural,Small,"Mega FC",0.009763021,2.68840157959533,684.196780060361,4.800000000000001
Discounted,FDQ24,Fitness,2015,SATA,Suburban,Medium,"Mega FC",0.07381609700000001,3.60382788249408,1192.74446142059,4.800000000000001
Discounted,FDD14,"Books, Games & Toys",2015,SATA,Suburban,Medium,"Mega FC",0.170152831,1.13990699796277,521.889070773484,4.800000000000001
Discounted,NCC54,"Home Entertainment",2015,SATA,Suburban,Small,"Mega FC",0.09790908400000001,2.06973853109461,3270.33461175257,4.800000000000001
Discounted,FDZ40,Apparel,2020,AMD2,Suburban,Small,"Mega FC",0.040410039,0.692794525096307,673.399645064166,4.800000000000001
Discounted,NCM07,Others,2020,AMD2,Suburban,Large,"Mega FC",0.040187877000000004,1.63300628918068,508.648035872834,4.800000000000001
Discounted,NCP50,Others,2020,AMD2,Suburban,Large,"Mega FC",0.020676141000000002,1.03837693235918,456.547167451717,4.800000000000001
Discounted,NCJ31,Others,2020,AMD2,Suburban,Large,"Mega FC",0.18368693700000002,1.73932897509123,306.00722847677497,4.800000000000001
Discounted,FDF46,Household,2020,AMD2,Suburban,Large,"Mega FC",0.094201618,2.43524876314696,1132.36923026302,4.800000000000001
Non-Discounted,FDJ36,Fitness,2015,SATA,Suburban,Large,"Mega FC",0.128520186,6.90955842241685,612.003639917391,4.800000000000001
Non-Discounted,FDZ13,"Books, Games & Toys",2015,SATA,Suburban,Large,"Mega FC",0.15380627100000002,0.964297841145421,417.376525834423,4.800000000000001
Non-Discounted,FDZ32,Electronics,2015,SATA,Suburban,Large,"Mega FC",0.038210084000000005,1.30447566405576,11485.970061166801,4.800000000000001
Non-Discounted,FDY40,Apparel,2020,AMD2,Suburban,Large,"Mega FC",0.086320509,0.586516934340513,683.76319714809,4.800000000000001
Discounted,NCM06,"Beauty & Personal Care",2017,BLR7,Suburban,Small,"Mega FC",0.075713578,0.32788852557610604,1236.82690481532,4.800000000000001
Discounted,FDK24,Fitness,2017,BLR7,Suburban,Small,"Mega FC",0.101275792,2.88001100013463,1310.6950377635799,4.800000000000001
Discounted,NCL05,"Home Entertainment",2017,BLR7,Suburban,Small,"Mega FC",0.047888606,2.98454714002476,4082.6593587454,4.800000000000001
Discounted,NCA29,"Beauty & Personal Care",2017,BLR7,Suburban,Small,"Mega FC",0.027271252000000003,0.150732033474653,940.676756741625,4.800000000000001
Discounted,NCP30,"Beauty & Personal Care",2017,BLR7,Suburban,Small,"Mega FC",0.032762495,0.48804528485845405,2005.9221741207398,4.800000000000001
Discounted,AMZ58,Household,2013,DEL4,Urban,Medium,"Specialized Storage",0.07325142800000001,2.95936726736543,771.010227520651,4.800000000000001
Discounted,FDW24,Fitness,2013,DEL4,Urban,Medium,"Specialized Storage",0.06276237400000001,4.14905391235291,375.837207093056,4.800000000000001
Discounted,FDH48,Fitness,2013,DEL4,Urban,Medium,"Specialized Storage",0.10123172100000001,2.35597733972432,1129.58437475808,4.800000000000001
Discounted,FDF20,Electronics,2013,DEL4,Urban,Medium,"Specialized Storage",0.055603753000000006,0.784421237408717,10476.8191211825,4.800000000000001
Discounted,FDE22,Household,2013,DEL4,Urban,Large,"Specialized Storage",0.049498821000000005,2.76498864608486,1163.0044371383199,4.800000000000001
Discounted,FDK55,"Large Appliances",2014,BLR5,Urban,Large,"Mega FC",0.025740259,18.3197621444669,11591.9129061326,4.800000000000001
Non-Discounted,SDD11,Watches,2014,BLR5,Urban,Large,"Mega FC",0.142419608,0.204699504241762,2821.31186885693,4.800000000000001
Non-Discounted,DRC01,"Smart Home",2014,BLR5,Urban,Large,"Mega FC",0.019184026,1.27703325431986,2984.5685958053,4.800000000000001
Non-Discounted,FDE11,Luggage,2014,BLR5,Urban,Large,"Mega FC",0.13498355,0.9685731233500141,744.556006904815,4.800000000000001
Discounted,FDW50,Groceries,2022,DEL5,Urban,Medium,"Regional FC",0.07588592100000001,0.79238520871837,121.36108816943799,4.800000000000001
Discounted,DRJ39,Groceries,2022,DEL5,Urban,Medium,"Regional FC",0.036474041000000006,1.57643225026128,157.292257011408,4.800000000000001
Discounted,FDJ46,Household,2022,DEL5,Urban,Medium,"Regional FC",0.04500603,2.93321787672081,728.197099138336,4.800000000000001
Discounted,DRD24,"Smart Home",2022,DEL5,Urban,Medium,"Regional FC",0.030920531,2.03265588290534,1862.52157257284,4.800000000000001
Non-Discounted,SDD20,Electronics,2022,DEL5,Urban,Medium,"Regional FC",0.028238317000000002,1.2905472579873,12150.1737544447,4.800000000000001
Non-Discounted,FDS33,Household,2022,DEL5,Urban,Medium,"Regional FC",0.016486511000000002,3.07955366277529,1181.48804502847,4.800000000000001
Non-Discounted,FDK32,Electronics,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.048738407000000004,1.06689225860777,8361.65332804077,4.800000000000001
Non-Discounted,FDO03,"Large Appliances",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.03670437,19.4208191078333,15563.558111669101,4.800000000000001
Non-Discounted,FDC59,Luggage,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.05436436,0.911342039255267,409.194061919678,4.800000000000001
Discounted,FDS12,Fitness,2020,AMD2,Suburban,Small,"Mega FC",0.175103435,4.04492708082944,1047.69073197647,4.7
Discounted,SDD21,Household,2017,BLR7,Suburban,Small,"Mega FC",0.066922802,3.86741747476428,835.748227709697,4.7
Discounted,FDT44,Electronics,2015,SATA,Suburban,Small,"Mega FC",0.103195401,1.97630098885578,13639.1298768694,4.7
Non-Discounted,FDZ47,Fitness,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.07891247300000001,1.86017868679349,583.83125070037,4.7
Discounted,FDD08,Electronics,2014,BLR5,Urban,Large,"Mega FC",0.03532494,1.40896656907254,11664.864486870301,4.7
Discounted,FDK02,"Books, Games & Toys",2020,AMD2,Suburban,Medium,"Mega FC",0.11285945400000001,0.43271427016560005,495.441313556841,4.7
Discounted,SDD39,"Large Appliances",2019,SIDA,Rural,Medium,"Mega FC",0.08392956900000001,40.7600585606175,20134.920105575402,4.7
Discounted,DRI03,Groceries,2019,SIDA,Rural,Medium,"Mega FC",0.016486511000000002,1.17532351430095,207.186072506285,4.7
Discounted,FDJ52,Apparel,2019,SIDA,Rural,Medium,"Mega FC",0.017814518,0.44717988932019304,1118.72792199408,4.7
Discounted,NCD42,"Home Entertainment",2019,SIDA,Rural,Medium,"Mega FC",0.012657494,3.44772269635069,3922.20150674719,4.7
Non-Discounted,FDY35,Watches,2019,SIDA,Rural,Medium,"Mega FC",0.0160526,0.226314349783607,4036.8885311812896,4.7
Non-Discounted,FDL13,"Pet Supplies",2019,SIDA,Rural,Medium,"Mega FC",0.056406129000000006,1.07936632731377,966.889701389974,4.7
Non-Discounted,FDD38,"Books, Games & Toys",2019,SIDA,Rural,Medium,"Mega FC",0.008204465000000001,0.684836583051812,191.365553273187,4.7
Non-Discounted,FDT26,Groceries,2019,SIDA,Rural,Medium,"Mega FC",0.06805915600000001,0.7809182497503131,173.376001520731,4.7
Non-Discounted,FDE28,Apparel,2019,SIDA,Rural,Medium,"Mega FC",0.016486511000000002,0.49522443815419803,609.416437332376,4.7
Non-Discounted,FDO46,Household,2019,SIDA,Rural,Medium,"Mega FC",0.014234595000000001,2.27780962956472,1004.0746253612,4.7
Non-Discounted,FDP45,Household,2019,SIDA,Rural,Medium,"Mega FC",0.030672457,1.9719742159765299,1248.8282924446999,4.7
Discounted,DRH51,Groceries,2018,DEL2,Rural,Small,"Specialized Storage",0.170213676,1.19382820457158,134.80161569515099,4.7
Discounted,FDQ10,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.058092551000000006,2.57964510216037,1036.86393944677,4.7
Non-Discounted,FDH52,Apparel,2018,DEL2,Rural,Small,"Specialized Storage",0.076868664,0.39151044280163505,1012.48357269946,4.7
Non-Discounted,FDC10,Household,2018,DEL2,Rural,Small,"Specialized Storage",0.127599399,2.40375060267166,598.040612803178,4.7
Discounted,FDY27,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.031898175,0.652651709570623,185.926851844764,4.7
Discounted,FDY52,Apparel,2016,SGAA,Rural,Small,"Mega FC",0.007348286000000001,0.745276096763769,684.757506050552,4.7
Discounted,DRN35,Kitchenware,2016,SGAA,Rural,Small,"Mega FC",0.070247589,1.50694588480313,354.207185463146,4.7
Discounted,DRI47,Kitchenware,2016,SGAA,Rural,Small,"Mega FC",0.020920179,2.20881691066304,542.489670253426,4.7
Discounted,NCT05,"Home Entertainment",2016,SGAA,Rural,Small,"Mega FC",0.020951848000000002,2.10552737231893,4808.2277284415795,4.7
Discounted,NCW17,"Home Entertainment",2016,SGAA,Rural,Small,"Mega FC",0.019386234000000002,1.25697146150494,4877.249021828859,4.7
Discounted,FDA39,"Large Appliances",2016,SGAA,Rural,Small,"Mega FC",0.012717946,22.8137444497364,24457.0446813977,4.7
Non-Discounted,FDS25,"Books, Games & Toys",2016,SGAA,Rural,Small,"Mega FC",0.140008554,1.50130555826704,434.911337893734,4.7
Non-Discounted,FDC16,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.016486511000000002,1.63985828963018,181.81230434004,4.7
Non-Discounted,FDN28,Apparel,2016,SGAA,Rural,Small,"Mega FC",0.030247903000000003,0.19885181061101,661.382245985089,4.7
Non-Discounted,FDW03,"Large Appliances",2016,SGAA,Rural,Small,"Mega FC",0.024541277,43.8048682129083,27135.0909864019,4.7
Non-Discounted,FDJ21,Household,2016,SGAA,Rural,Small,"Mega FC",0.038528228000000005,2.81245835521634,589.371030801428,4.7
Discounted,FDD48,Fitness,2015,SATA,Suburban,Medium,"Mega FC",0.030219852000000002,6.10953218736195,526.722361264187,4.7
Discounted,FDW13,"Books, Games & Toys",2015,SATA,Suburban,Medium,"Mega FC",0.098083231,0.8954890673588061,427.504450475996,4.7
Discounted,DRD15,Groceries,2015,SATA,Suburban,Medium,"Mega FC",0.056911107,1.07713034388782,208.224754576999,4.7
Discounted,FDH32,Electronics,2015,SATA,Suburban,Medium,"Mega FC",0.076214289,0.7387475732415001,9041.75033629379,4.7
Discounted,NCT05,"Home Entertainment",2015,SATA,Suburban,Small,"Mega FC",0.020994339,3.15100327069959,3926.81249989527,4.7
Discounted,NCV30,"Beauty & Personal Care",2015,SATA,Suburban,Small,"Mega FC",0.06606579900000001,0.280159358946094,1880.1463870343098,4.7
Discounted,FDW10,Household,2020,AMD2,Suburban,Large,"Mega FC",0.071076055,2.72254090014396,654.010212192998,4.7
Non-Discounted,SDD36,Fitness,2015,SATA,Suburban,Large,"Mega FC",0.121832956,3.90438340929072,727.308619269358,4.7
Non-Discounted,FDV22,Household,2015,SATA,Suburban,Large,"Mega FC",0.009958941,2.73026012838781,1446.20698764776,4.7
Non-Discounted,DRA59,"Smart Home",2020,AMD2,Suburban,Medium,"Mega FC",0.016486511000000002,1.30049971147002,2874.7667431678396,4.7
Discounted,FDI14,"Books, Games & Toys",2017,BLR7,Suburban,Small,"Mega FC",0.089660816,1.11606960883064,500.442493295975,4.7
Discounted,FDT37,"Books, Games & Toys",2017,BLR7,Suburban,Small,"Mega FC",0.035263498000000004,1.31992975581001,428.029354303236,4.7
Discounted,AMZ25,"Books, Games & Toys",2017,BLR7,Suburban,Small,"Mega FC",0.10203648,1.13302013274245,486.100641022512,4.7
Discounted,DRH03,Groceries,2017,BLR7,Suburban,Small,"Mega FC",0.035057688000000004,1.26154491902526,119.540255952602,4.7
Discounted,FDA58,Household,2017,BLR7,Suburban,Small,"Mega FC",0.10373161700000001,2.08404890004727,1542.1982038803098,4.7
Non-Discounted,FDY35,Watches,2017,BLR7,Suburban,Small,"Mega FC",0.016024651,0.167331148839993,4820.59739432626,4.7
Non-Discounted,FDH05,Apparel,2017,BLR7,Suburban,Small,"Mega FC",0.090896452,0.44119772926222006,464.852165877123,4.7
Non-Discounted,FDI41,Apparel,2017,BLR7,Suburban,Small,"Mega FC",0.06224514900000001,0.42031940381161803,578.666422091566,4.7
Non-Discounted,FDO20,Electronics,2017,BLR7,Suburban,Small,"Mega FC",0.15209903300000002,1.81805057725331,14837.415189433501,4.7
Non-Discounted,FDC57,Electronics,2017,BLR7,Suburban,Small,"Mega FC",0.054584207,0.8452087683141011,15837.9221288478,4.7
Non-Discounted,FDT27,"Large Appliances",2017,BLR7,Suburban,Small,"Mega FC",0.069574013,34.4902833463807,23607.6686267209,4.7
Discounted,FDT34,Household,2013,DEL4,Urban,Medium,"Specialized Storage",0.29182661600000004,3.08843698969757,890.4153842779419,4.7
Discounted,FDK51,Groceries,2013,DEL4,Urban,Medium,"Specialized Storage",0.008762556000000001,1.28301982484686,174.8716243032,4.7
Discounted,FDK04,Apparel,2013,DEL4,Urban,Medium,"Specialized Storage",0.087559621,0.456494120897569,578.035706381601,4.7
Discounted,NCZ53,"Home Entertainment",2013,DEL4,Urban,Medium,"Specialized Storage",0.040969757,2.04312570923846,4594.0868984156195,4.7
Non-Discounted,FDV04,Apparel,2013,DEL4,Urban,Large,"Specialized Storage",0.251094747,0.5051019998603501,825.630669682069,4.7
Non-Discounted,SDD22,Household,2013,DEL4,Urban,Small,"Specialized Storage",0.031069993,2.65929075153786,641.4709536724309,4.7
Discounted,FDO24,Fitness,2014,BLR5,Urban,Large,"Mega FC",0.17606902300000002,4.4337396755303,937.842630149037,4.7
Discounted,FDQ24,Fitness,2014,BLR5,Urban,Large,"Mega FC",0.073605395,2.95632109493756,1207.97543224867,4.7
Discounted,NCH29,"Home Entertainment",2014,BLR5,Urban,Large,"Mega FC",0.034445116000000005,3.13558216703972,3764.3314861065596,4.7
Discounted,NCW54,"Beauty & Personal Care",2014,BLR5,Urban,Large,"Mega FC",0.096333029,0.35248609807407205,771.720142027678,4.7
Discounted,NCP30,"Beauty & Personal Care",2014,BLR5,Urban,Large,"Mega FC",0.032741422,0.31508588738826104,1038.03198684013,4.7
Discounted,FDQ46,Household,2014,BLR5,Urban,Large,"Mega FC",0.10372663900000001,1.79029794987941,1010.6317063762799,4.7
Non-Discounted,FDY12,Fitness,2014,BLR5,Urban,Large,"Mega FC",0.016486511000000002,4.73435334679735,1052.18976485473,4.7
Discounted,FDV38,Groceries,2022,DEL5,Urban,Medium,"Regional FC",0.10218842800000001,1.48093088143801,115.55767144398399,4.7
Discounted,FDJ53,Apparel,2022,DEL5,Urban,Medium,"Regional FC",0.071548187,0.43584104800175005,1027.23097063767,4.7
Discounted,FDE22,Household,2022,DEL5,Urban,Medium,"Regional FC",0.029693277,2.74699359717062,1063.00936767586,4.7
Non-Discounted,FDB14,"Books, Games & Toys",2022,DEL5,Urban,Medium,"Regional FC",0.10314237300000001,0.47528792202666503,372.522522055384,4.7
Non-Discounted,FDU58,Household,2022,DEL5,Urban,Medium,"Regional FC",0.029129907000000003,1.7498582442403,1532.65899068865,4.7
Non-Discounted,FDB23,Luggage,2022,DEL5,Urban,Medium,"Regional FC",0.005611367,1.04758633842198,433.067157392834,4.7
Discounted,FDK24,Fitness,2018,HYD8,Urban,Medium,"Last-Mile Hub",0.10080442,2.81332164171375,955.1270313218109,4.7
Discounted,FDW49,"Books, Games & Toys",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.082152451,0.8676427042857321,420.881910711744,4.7
Discounted,NCW53,"Home Entertainment",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.030347404,4.6506069193569,4217.35497297027,4.7
Discounted,BAS18,"Beauty & Personal Care",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.041091215,0.37929241409604203,1148.03005342147,4.7
Discounted,DRD13,"Smart Home",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.048841794,1.71562893374624,3564.13366137488,4.7
Discounted,DRF01,"Smart Home",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.17423237700000002,2.5893306863381,2545.62169744704,4.7
Discounted,FDN48,Fitness,2018,DEL2,Rural,Small,"Specialized Storage",0.113720344,3.88002699477801,1000.3894075598799,4.6000000000000005
Non-Discounted,FDQ49,"Pet Supplies",2018,HYD8,Urban,Medium,"Last-Mile Hub",0.039057677,3.0339397773534,1375.87650384764,4.6000000000000005
Discounted,DRG27,Groceries,2019,SIDA,Rural,Medium,"Mega FC",0.105274111,0.8585996441371221,30.3714458875133,4.6000000000000005
Discounted,FDD03,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.079806266,1.29852870736807,115.341302280621,4.6000000000000005
Discounted,NCE06,"Beauty & Personal Care",2018,DEL2,Rural,Small,"Specialized Storage",0.16017883200000002,0.33184815623702,799.52790336103,4.6000000000000005
Non-Discounted,FDJ60,Fitness,2015,SATA,Suburban,Medium,"Mega FC",0.062655235,3.62499204038611,244.628828869602,4.6000000000000005
Discounted,FDG52,Apparel,2014,BLR5,Urban,Large,"Mega FC",0.065576228,0.42686559909423305,682.556170288722,4.6000000000000005
Discounted,FDU59,Watches,2019,SIDA,Rural,Medium,"Mega FC",0.09653608200000001,0.29633964965935,4984.61185337422,4.6000000000000005
Discounted,DRK39,Groceries,2019,SIDA,Rural,Medium,"Mega FC",0.049942926000000006,1.30847362349129,176.560844706026,4.6000000000000005
Discounted,DRL60,"Smart Home",2019,SIDA,Rural,Medium,"Mega FC",0.027101431000000002,2.32666821783556,2214.84164907047,4.6000000000000005
Non-Discounted,FDP48,Fitness,2019,SIDA,Rural,Medium,"Mega FC",0.044091657,1.3439244365547,243.77019396243298,4.6000000000000005
Non-Discounted,FDA35,Fitness,2019,SIDA,Rural,Medium,"Mega FC",0.053921264,4.09869150005574,1016.06730106309,4.6000000000000005
Non-Discounted,FDQ40,Apparel,2019,SIDA,Rural,Medium,"Mega FC",0.036083537,0.499203479865765,1031.25846961815,4.6000000000000005
Non-Discounted,FDH44,Electronics,2019,SIDA,Rural,Medium,"Mega FC",0.025912378000000003,0.9714512452310541,7244.615370658829,4.6000000000000005
Non-Discounted,FDJ21,Household,2019,SIDA,Rural,Medium,"Mega FC",0.03858813,2.58342647274357,712.95100149604,4.6000000000000005
Non-Discounted,FDW26,Groceries,2018,DEL2,Rural,Small,"Specialized Storage",0.187443314,1.50142054465354,140.356721705916,4.6000000000000005
Non-Discounted,FDB35,Luggage,2018,DEL2,Rural,Small,"Specialized Storage",0.11313948600000001,0.9283924738744741,525.879109348841,4.6000000000000005
Discounted,FDB08,Electronics,2016,SGAA,Rural,Small,"Mega FC",0.031103357,1.31450666288014,14462.172251182801,4.6000000000000005
Discounted,NCY18,"Beauty & Personal Care",2016,SGAA,Rural,Small,"Mega FC",0.031151633,0.29261245685860404,1069.70932748582,4.6000000000000005
Discounted,NCR38,"Beauty & Personal Care",2016,SGAA,Rural,Small,"Mega FC",0.11351846600000001,0.407082065633866,1535.9447282075298,4.6000000000000005
Discounted,FDK21,Household,2016,SGAA,Rural,Small,"Mega FC",0.010012319,2.28481240684266,1094.4652724288098,4.6000000000000005
Discounted,DRF01,"Smart Home",2016,SGAA,Rural,Small,"Mega FC",0.016486511000000002,2.81936714107189,3344.0970856069,4.6000000000000005
Non-Discounted,FDA02,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.029722659000000002,1.71052949737218,124.171299512906,4.6000000000000005
Non-Discounted,FDD40,Groceries,2016,SGAA,Rural,Small,"Mega FC",0.014793357000000002,1.01565139116267,150.444053207185,4.6000000000000005
Non-Discounted,FDM58,Household,2016,SGAA,Rural,Small,"Mega FC",0.079690403,1.7730699608306,1018.94336248531,4.6000000000000005
Non-Discounted,FDU24,Fitness,2016,SGAA,Rural,Small,"Mega FC",0.14016303800000002,3.30390855100414,402.936880369631,4.6000000000000005
Discounted,FDS55,Electronics,2015,SATA,Suburban,Medium,"Mega FC",0.081328781,0.38547407797286504,19696.6641841667,4.6000000000000005
Discounted,FDC45,Electronics,2015,SATA,Suburban,Medium,"Mega FC",0.136008489,1.17796861757249,15163.307071795101,4.6000000000000005
Discounted,FDB33,Electronics,2015,SATA,Suburban,Medium,"Mega FC",0.014609738,1.53900504759556,4725.79656104872,4.6000000000000005
Discounted,NCP42,"Beauty & Personal Care",2015,SATA,Suburban,Small,"Mega FC",0.016143389,0.421409683971455,740.0048787014069,4.6000000000000005
Discounted,NCL54,"Beauty & Personal Care",2015,SATA,Suburban,Small,"Mega FC",0.082921642,0.39095652974215406,1772.45845469384,4.6000000000000005
Discounted,NCC07,"Beauty & Personal Care",2015,SATA,Suburban,Small,"Mega FC",0.023999722,0.422821055904871,1509.98399270889,4.6000000000000005
